,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
3157,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,120.0,-0.10118292160925513,-0.9705498033908365,-0.37635696891356063
2680,-0.7675661263256639,-1.4863720850857682,-1.4310472659232985,-0.6452599276442199,41.0,-0.21240721823606937,-0.8417366161401334,-0.6224484808704343
2889,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,90.0,-0.18460114407936581,-0.9944722524516815,-0.43426085407988385
7982,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,68.0,-0.045570773295848015,-0.8233347322471758,-0.4776887679546262
4462,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,70.0,-0.18460114407936581,-0.9521479194978789,-0.6079725095788534
7053,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,125.0,-0.15679506992266223,-0.9797507453373153,-0.5500686244125302
2463,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,92.0,-0.15679506992266223,-0.9944722524516815,0.9120044760371305
325,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,80.0,-0.15679506992266223,-0.9337460356049213,-0.41978488278830306
6075,1.1395855701238435,0.892604524157945,-0.2935371048475198,0.20530997697770637,139.0,-0.15679506992266223,1.062858366780978,-0.33292905503881826
6519,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,100.0,-0.10118292160925513,-0.9907918756730899,-0.6514004234535958
2512,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,50.0,-0.21240721823606937,-0.8859011374832316,-0.4053089114967222
6986,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,59.0,0.0100413750175591,-0.9797507453373153,-0.6079725095788534
218,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,219.0,-0.15679506992266223,-0.8877413258725274,-0.21712128470617184
7345,1.1395855701238435,0.892604524157945,-0.2935371048475198,0.20530997697770637,110.0,-0.18460114407936581,1.062858366780978,0.7672447631213225
2755,0.5038683379740078,-0.29688378046391156,0.8439730562282588,0.20530997697770637,160.0,-0.21240721823606937,-0.9889516872837941,-0.5790205669956918
1005,-0.1318488941758281,-0.29688378046391156,0.8439730562282588,1.0558798815996326,165.0,-0.18460114407936581,-0.9521479194978789,0.33296562437389854
4539,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,70.0,-0.18460114407936581,-0.9797507453373153,-0.11578948566510625
4444,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,105.0,-0.21240721823606937,1.062858366780978,-0.5355926531209494
3583,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,59.0,-0.15679506992266223,-0.9503077311085832,0.9120044760371305
2887,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,70.0,-0.12898899576595868,-0.9926320640623857,-0.5355926531209494
2973,-0.7675661263256639,-1.4863720850857682,0.8439730562282588,-0.6452599276442199,55.0,-0.12898899576595868,-0.9521479194978789,-0.5645445957041111
4549,-0.7675661263256639,-0.29688378046391156,-1.4310472659232985,-0.6452599276442199,30.0,0.3159081907412982,-0.33568480908379944,-0.5500686244125302
5163,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,149.0,-0.18460114407936581,1.062858366780978,0.07239814112544415
473,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,120.0,-0.18460114407936581,-0.9521479194978789,6.5142053658789
3227,-0.7675661263256639,0.892604524157945,-0.2935371048475198,0.20530997697770637,65.0,-0.21240721823606937,1.062858366780978,-0.6514004234535958
5990,2.4110200344235153,2.0820928287798015,1.9814832173040375,2.7570196908434847,299.0,-0.10118292160925513,1.062858366780978,0.6224850502055146
5641,-0.1318488941758281,0.892604524157945,-0.2935371048475198,0.20530997697770637,150.0,-0.21240721823606937,1.062858366780978,-0.6514004234535958
1790,-0.7675661263256639,-0.29688378046391156,-1.4310472659232985,-0.6452599276442199,45.0,-0.12898899576595868,-0.9521479194978789,0.6803889353718378
5843,0.5038683379740078,0.892604524157945,0.8439730562282588,1.0558798815996326,175.0,-0.21240721823606937,-0.7865309644612606,0.014494255959120956
2890,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,40.0,-0.07337684745255157,-0.9797507453373153,0.07239814112544415
2653,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,70.0,-0.18460114407936581,-0.33568480908379944,-0.13026545695668704
2344,-0.7675661263256639,-0.29688378046391156,0.8439730562282588,-0.6452599276442199,80.0,-0.18460114407936581,-0.9797507453373153,2.6346450597352455
1145,0.5038683379740078,2.0820928287798015,-0.2935371048475198,1.0558798815996326,110.0,-0.15679506992266223,-0.9503077311085832,-0.5645445957041111
1652,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,60.0,-0.15679506992266223,-0.9521479194978789,-0.44873682537146464
2328,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,1.0558798815996326,95.0,-0.15679506992266223,-0.9521479194978789,1.0712401602445192
2619,1.1395855701238435,-0.29688378046391156,-0.2935371048475198,-1.495829832266146,50.0,-0.15679506992266223,-0.4552970543880238,-0.5066407105377878
5029,4.318171730873022,3.2715811334016585,4.256503539455595,3.607589595465411,260.0,-0.18460114407936581,-0.9687096150015407,-0.492164739246207
1682,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,70.0,-0.15679506992266223,-0.7865309644612606,0.21715785404125215
6414,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,80.0,-0.07337684745255157,1.062858366780978,-0.6514004234535958
4905,-0.7675661263256639,-0.29688378046391156,0.8439730562282588,-0.6452599276442199,85.0,-0.15679506992266223,-0.9907918756730899,-0.5934965382872727
2637,1.1395855701238435,-0.29688378046391156,1.9814832173040375,1.0558798815996326,220.0,-0.18460114407936581,-0.9705498033908365,-0.6224484808704343
5129,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,50.0,-0.18460114407936581,-0.9999928176195687,-0.6224484808704343
3332,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,65.0,-0.18460114407936581,1.062858366780978,-0.46321279666304543
3099,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,100.0,-0.21240721823606937,1.062858366780978,-0.6079725095788534
3260,-0.1318488941758281,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,139.0,-0.21240721823606937,-0.8417366161401334,1.6213270693245896
3472,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,30.0,-0.18460114407936581,-0.9963124408409771,-0.34740502633039905
4326,1.7753028022736794,2.0820928287798015,-0.2935371048475198,1.9064497862215586,160.0,-0.15679506992266223,1.062858366780978,-0.43426085407988385
6034,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,50.0,-0.15679506992266223,1.062858366780978,-0.3039771124556566
6154,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,160.0,-0.21240721823606937,1.062858366780978,2.5477892319857607
5910,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,55.0,-0.18460114407936581,1.062858366780978,-0.492164739246207
2402,1.7753028022736794,2.0820928287798015,1.9814832173040375,1.9064497862215586,147.0,-0.15679506992266223,-0.9521479194978789,-0.36188099762197984
6367,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,47.0,-0.15679506992266223,-0.9944722524516815,0.9843843324950344
5081,-0.1318488941758281,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,70.0,-0.10118292160925513,1.062858366780978,-0.636924452162015
5201,1.7753028022736794,2.0820928287798015,3.118993378379816,3.607589595465411,200.0,-0.10118292160925513,-0.33568480908379944,-0.5355926531209494
3704,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,30.0,-0.15679506992266223,1.062858366780978,-0.6514004234535958
7142,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,150.0,-0.045570773295848015,1.062858366780978,-0.5790205669956918
1711,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,25.0,0.5939689323083338,-0.446096112441545,-0.3908329402051414
1599,1.1395855701238435,-0.29688378046391156,0.8439730562282588,1.0558798815996326,110.0,-0.18460114407936581,-0.5473064738528118,0.7238168492465802
946,-0.7675661263256639,0.892604524157945,-0.2935371048475198,-0.6452599276442199,79.0,-0.15679506992266223,-0.8969422678190062,0.10135008370860575
3794,1.7753028022736794,0.892604524157945,1.9814832173040375,3.607589595465411,214.0,-0.12898899576595868,1.061018178391682,0.31848965308231775
5142,0.5038683379740078,0.892604524157945,-0.2935371048475198,0.20530997697770637,165.0,0.5939689323083338,-0.4552970543880238,-0.014457686624040645
4258,-0.1318488941758281,-1.4863720850857682,-0.2935371048475198,0.20530997697770637,69.0,-0.21240721823606937,1.0536574248344992,1.1870479305771657
6658,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,44.0,-0.18460114407936581,-0.9797507453373153,-0.20264531341459105
4993,1.7753028022736794,2.0820928287798015,-0.2935371048475198,1.0558798815996326,280.0,-0.18460114407936581,1.062858366780978,0.7382928205381609
4089,1.7753028022736794,0.892604524157945,0.8439730562282588,2.7570196908434847,95.0,-0.15679506992266223,1.062858366780978,-0.636924452162015
1714,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,330.0,-0.15679506992266223,1.062858366780978,1.1870479305771657
4513,0.5038683379740078,0.892604524157945,-0.2935371048475198,0.20530997697770637,100.0,-0.18460114407936581,1.062858366780978,0.5790571363307722
2031,1.7753028022736794,-0.29688378046391156,-0.2935371048475198,1.0558798815996326,165.0,-0.12898899576595868,1.062858366780978,1.0422882176613577
420,-0.1318488941758281,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,80.0,-0.07337684745255157,-0.9797507453373153,-0.636924452162015
6225,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,150.0,-0.15679506992266223,-0.33568480908379944,-0.5355926531209494
7347,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,31.0,-0.15679506992266223,-0.9613488614443577,-0.636924452162015
4395,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-1.495829832266146,55.0,-0.18460114407936581,-0.6577177772105574,-0.43426085407988385
4907,-1.4032833584754998,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,57.0,-0.21240721823606937,1.062858366780978,-0.6514004234535958
2909,0.5038683379740078,-0.29688378046391156,1.9814832173040375,0.20530997697770637,98.0,-0.15679506992266223,-0.8969422678190062,1.80951469611514
7599,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,200.0,-0.10118292160925513,-0.9779105569480195,-0.5934965382872727
4032,-1.4032833584754998,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,46.0,-0.21240721823606937,1.062858366780978,5.877262629049345
5211,1.1395855701238435,2.0820928287798015,-0.2935371048475198,1.9064497862215586,120.0,-0.12898899576595868,-0.9521479194978789,-0.24607322728933345
4677,0.5038683379740078,0.892604524157945,-0.2935371048475198,1.0558798815996326,90.0,27.565860864310785,1.016853657048584,-0.46321279666304543
3211,2.4110200344235153,2.0820928287798015,0.8439730562282588,1.9064497862215586,255.0,2.290139455867251,1.062858366780978,-0.27502516987249503
7869,-0.1318488941758281,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,80.0,-0.18460114407936581,-0.9815909337266111,-0.13026545695668704
7624,-0.1318488941758281,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,70.0,0.14907174580107688,1.062858366780978,-0.6514004234535958
2174,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,120.0,-0.12898899576595868,-0.8417366161401334,-0.6514004234535958
2338,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,73.0,-0.045570773295848015,-0.9521479194978789,0.9843843324950344
7620,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,35.0,-0.12898899576595868,-0.9705498033908365,-0.492164739246207
7393,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,45.0,-0.15679506992266223,-0.9963124408409771,0.6514369927886762
3897,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,89.0,-0.10118292160925513,-0.9797507453373153,0.057922169833863356
4063,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,110.0,-0.15679506992266223,-0.9705498033908365,-0.4053089114967222
4284,-0.1318488941758281,-0.29688378046391156,-0.2935371048475198,1.0558798815996326,50.0,0.5939689323083338,-0.446096112441545,1.0278122463697767
574,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,59.0,-0.18460114407936581,1.062858366780978,0.34744159566547933
3706,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,63.0,-0.12898899576595868,-0.9245450936584425,-0.41978488278830306
7408,-0.7675661263256639,-1.4863720850857682,-0.2935371048475198,-0.6452599276442199,52.0,-0.18460114407936581,-0.9797507453373153,-0.23159725599775263
4065,1.7753028022736794,0.892604524157945,-0.2935371048475198,-1.495829832266146,69.0,-0.045570773295848015,-0.33568480908379944,-0.492164739246207
351,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,125.0,-0.12898899576595868,-0.08725937652887189,0.17372994016650975
7198,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,100.0,-0.15679506992266223,-0.8417366161401334,1.5634231841582664
1614,0.5038683379740078,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,125.0,-0.21240721823606937,-0.9944722524516815,-0.5790205669956918
6876,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,35.0,-0.21240721823606937,-0.9889516872837941,-0.3039771124556566
6096,1.1395855701238435,0.892604524157945,1.9814832173040375,0.20530997697770637,529.0,-0.15679506992266223,-0.9889516872837941,-0.6514004234535958
6433,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,100.0,-0.21240721823606937,-0.9521479194978789,-0.636924452162015
4427,0.5038683379740078,2.0820928287798015,-0.2935371048475198,1.9064497862215586,216.0,-0.15679506992266223,1.062858366780978,0.23163382533283294
1628,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,0.20530997697770637,50.0,-0.18460114407936581,-0.9687096150015407,-0.6224484808704343
324,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,65.0,-0.15679506992266223,-0.33568480908379944,2.9096885142752806
4198,1.7753028022736794,2.0820928287798015,1.9814832173040375,1.0558798815996326,128.0,-0.15679506992266223,1.062858366780978,-0.492164739246207
2663,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,143.0,0.5939689323083338,1.062858366780978,-0.5355926531209494
6136,-0.7675661263256639,-0.29688378046391156,-0.2935371048475198,-0.6452599276442199,50.0,-0.21240721823606937,-0.9521479194978789,-0.5066407105377878
